isim,cinsiyet,yas,boy,kilo,takim,uok,yil,sezon,sehir,spor,etkinlik,madalya
Alexandre Franois tienne Jean Bouin,M,23.0,172.0,70.0,France,FRA,1912,Summer,Stockholm,Athletics,"Athletics Men's 5,000 metres",Silver
Marc mile Bouissou,M,21.0,189.5123384253819,88.03103044496487,France,FRA,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Fours,Silver
Benjamin Kudjow Thomas Boukpeti,M,27.0,176.0,73.0,Togo,TOG,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
Khalid Boulami,M,26.0,167.0,60.0,Morocco,MAR,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",Bronze
Ren Boulanger,M,25.0,167.53996737357258,63.13330529857023,France,FRA,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Marcel Jacques Amand Romain Boulenger,M,26.0,178.60168471720817,73.61614173228347,France,FRA,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Bronze
Hassiba Boulmerka,F,24.0,158.0,49.0,Algeria,ALG,1992,Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",Gold
"Jack Gardner ""Gard"" Boultbee",M,25.0,175.04545454545453,72.27777777777777,Caprice,CAN,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Bronze
"Cornelia ""Kea"" Bouman (-Tiedemann)",F,20.0,180.77142857142857,73.39682539682539,Netherlands,NED,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze
"Pieter ""Piet"" Bouman, Jr.",M,19.0,177.4803386127799,73.08664412510566,Netherlands,NED,1912,Summer,Stockholm,Football,Football Men's Football,Bronze
"Anastasios ""Tasos"" Bountouris",M,24.0,186.0,103.0,Greece,GRE,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Djamel Bouras,M,24.0,184.0,78.0,France,FRA,1996,Summer,Atlanta,Judo,Judo Men's Half-Middleweight,Gold
Roger Maurice Bourbonnais,M,25.0,175.0,79.0,Canada,CAN,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Stephen Norris Bourdow,M,26.0,193.0,89.0,United States,USA,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
Hubert Bourdy,M,31.0,172.0,65.0,France,FRA,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Hubert Bourdy,M,35.0,172.0,65.0,France,FRA,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Mickal Stphane Bourgain,M,24.0,181.0,77.0,France,FRA,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Bronze
Mickal Stphane Bourgain,M,28.0,181.0,77.0,France,FRA,2008,Summer,Beijing,Cycling,Cycling Men's Sprint,Bronze
Mickal Stphane Bourgain,M,28.0,181.0,77.0,France,FRA,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver
Edouard Bourguignon,M,32.0,182.48,95.61538461538461,Belgium,BEL,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
"Clifford Frederick ""Cliff"" Bourland",M,27.0,183.0,75.0,United States,USA,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Frederick Munroe Bourne,M,17.0,185.22486288848262,78.87200383509108,Canada,CAN,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Robert Croft Bourne,M,23.0,187.38357094365242,84.17521652231845,"New College, Oxford-2",GBR,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,Silver
Claude Bourquard,M,27.0,173.0,70.0,France,FRA,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Bronze
Hans Bourquin,M,13.0,180.65384615384616,76.47368421052632,Switzerland,SUI,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Pairs,Gold
"Richard James ""Dick"" Boushka",M,22.0,195.0,95.0,United States,USA,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Gold
Adolphe Ren Bousquet,M,20.0,167.0,72.0,France,FRA,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
Adolphe Ren Bousquet,M,24.0,167.0,72.0,France,FRA,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
"Frdric Thierry Roger ""Frd"" Bousquet",M,27.0,188.0,86.0,France,FRA,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Herv Boussard,M,26.0,185.0,69.0,France,FRA,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
Moulay Brahim Boutayeb,M,21.0,171.0,60.0,Morocco,MAR,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Gold
Robert Boutigny,M,21.0,177.0,78.0,France,FRA,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
"Johannes Wouter ""Joop"" Boutmy",M,18.0,177.4803386127799,73.08664412510566,Netherlands,NED,1912,Summer,Stockholm,Football,Football Men's Football,Bronze
Didier Bouvet,M,22.0,177.0,72.0,France,FRA,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
Charles Bouvier,M,37.0,182.108993902439,90.15799689440993,Switzerland-2,SUI,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Gold
"Nicolaas Jan Jerme ""Nico"" Bouvy",M,19.0,177.4803386127799,73.08664412510566,Netherlands,NED,1912,Summer,Stockholm,Football,Football Men's Football,Bronze
Carline Bouw,F,27.0,184.0,72.0,Netherlands,NED,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
Carline Bouw,F,31.0,184.0,72.0,Netherlands,NED,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23.0,173.91666666666666,70.70239290053351,Netherlands,NED,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Bronze
"Henricus Nicolaas ""Henk"" Bouwman",M,22.0,176.85257731958762,73.34376086200903,Netherlands,NED,1948,Summer,London,Hockey,Hockey Men's Hockey,Bronze
Jay Daniel Bouwmeester,M,30.0,193.0,95.0,Canada,CAN,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Marit Bouwmeester,F,24.0,177.0,68.0,Netherlands,NED,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Silver
Marit Bouwmeester,F,28.0,177.0,68.0,Netherlands,NED,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,Gold
Vladimr Bouzek,M,27.0,180.99144412756027,83.77559260224017,Czechoslovakia,TCH,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Jol Bouzou,M,28.0,180.0,71.0,France,FRA,1984,Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
Floris Jan Bovelander,M,22.0,185.0,90.0,Netherlands,NED,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze
Floris Jan Bovelander,M,30.0,185.0,90.0,Netherlands,NED,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
George Richard Lycott Bovell,M,21.0,196.0,74.0,Trinidad and Tobago,TTO,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,Bronze
Oleg Georgiyevich Bovin,M,22.0,189.0,83.0,Soviet Union,URS,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Alessandro Bovo,M,23.0,185.0,78.0,Italy,ITA,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
Alessandro Bovo,M,27.0,185.0,78.0,Italy,ITA,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
Cesare Bovo,M,21.0,181.0,75.0,Italy,ITA,2004,Summer,Athina,Football,Football Men's Football,Bronze
Arnaud Bovolenta,M,25.0,170.0,92.0,France,FRA,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Silver
Vigor Bovolenta,M,22.0,202.0,95.0,Italy,ITA,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
Robert Norris Bowden,M,29.0,167.34518828451883,60.45537757437071,Canada-1,CAN,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,Silver
Riddick Lamont Bowe,M,21.0,195.0,99.0,United States,USA,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,Silver
Carol Ann Bower,F,28.0,172.0,74.0,United States,USA,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
Jodie Bowering,F,26.0,167.0,67.0,Australia,AUS,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
Alfred James Bowerman,M,26.0,175.33896987366376,70.70239290053351,Devon and Somerset Wanderers,GBR,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Bronze
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
David Graham Bowker,M,34.0,178.24852071005918,78.47575757575757,Vision,GBR,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Silver
"Maddison Michelle ""Maddie"" Bowman",F,20.0,155.0,63.0,United States,USA,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Gold
"Deborah Ann ""Debbie"" Bowman-Sullivan",F,25.0,165.0,57.0,Australia,AUS,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
Heather Erin Bown,F,29.0,188.0,90.0,United States,USA,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
Gillian Dewey Boxx,F,22.0,170.0,67.47165532879819,United States,USA,1996,Summer,Atlanta,Softball,Softball Women's Softball,Gold
Shannon Leigh Boxx,F,27.0,172.0,67.0,United States,USA,2004,Summer,Athina,Football,Football Women's Football,Gold
Shannon Leigh Boxx,F,31.0,172.0,67.0,United States,USA,2008,Summer,Beijing,Football,Football Women's Football,Gold
Shannon Leigh Boxx,F,35.0,172.0,67.0,United States,USA,2012,Summer,London,Football,Football Women's Football,Gold
Renate Boy-Garisch-Culmberger,F,25.0,175.0,98.0,Germany,GER,1964,Summer,Tokyo,Athletics,Athletics Women's Shot Put,Silver
Svetlana Sergeyevna Boyarkina-Zhurova,F,34.0,176.0,64.0,Russia,RUS,2006,Winter,Torino,Speed Skating,Speed Skating Women's 500 metres,Gold
Klavdiya Sergeyevna Boyarskikh,F,24.0,159.0,60.0,Soviet Union,URS,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold
Klavdiya Sergeyevna Boyarskikh,F,24.0,159.0,60.0,Soviet Union,URS,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
Klavdiya Sergeyevna Boyarskikh,F,24.0,159.0,60.0,Soviet Union,URS,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
Carla Maree Boyd (Porter-),F,20.0,185.0,80.0,Australia,AUS,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze
Carla Maree Boyd (Porter-),F,24.0,185.0,80.0,Australia,AUS,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver
"James Felton ""Jim"" Boyd",M,25.0,180.0,79.0,United States,USA,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,Gold
Micah Nathan Boyd,M,26.0,191.0,95.0,United States,USA,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
"Philip Ewing ""Phil"" Boyd",M,28.0,187.38357094365242,84.17521652231845,Toronto Argonauts,CAN,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver
Gregory Vaitl Greg Boyer,M,30.0,190.0,95.0,United States,USA,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Silver
"David Michael ""Dave"" Boyes",M,31.0,184.0,72.0,Canada,CAN,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
David Hebbert Boykett,M,22.0,185.0,86.0,Australia,AUS,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
Svetlana Anatolyevna Boyko,F,36.0,180.0,63.0,Russia,RUS,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Gold
"Daniel Denis ""Dan"" Boyle",M,33.0,180.0,86.0,Canada,CAN,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Raelene Ann Boyle,F,17.0,168.0,57.0,Australia,AUS,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,Silver
Raelene Ann Boyle,F,21.0,168.0,57.0,Australia,AUS,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Silver
Raelene Ann Boyle,F,21.0,168.0,57.0,Australia,AUS,1972,Summer,Munich,Athletics,Athletics Women's 200 metres,Silver
Richard Frederick Robert Pochin Boyle,M,19.0,187.38357094365242,56.0,Cambridge University Boat Club-2,GBR,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
"Frederick ""Fred"" Boylstein",M,21.0,170.05387931034483,60.210583153347734,United States,USA,1924,Summer,Paris,Boxing,Boxing Men's Lightweight,Bronze
Audun Boysen,M,27.0,181.0,66.0,Norway,NOR,1956,Summer,Melbourne,Athletics,Athletics Men's 800 metres,Bronze
Francisco Boza Dibos,M,19.0,176.0,95.0,Peru,PER,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,Silver
Megan Bozek,F,22.0,173.0,77.0,United States,USA,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Oleg Felevich Bozhev,M,22.0,179.0,74.0,Soviet Union,URS,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
Daniel Bozhinov Petrov,M,20.0,168.0,48.0,Bulgaria,BUL,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Silver
Daniel Bozhinov Petrov,M,24.0,168.0,48.0,Bulgaria,BUL,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,Gold
Stefan Bozhilov Stefanov,M,33.0,177.4803386127799,73.08664412510566,Bulgaria,BUL,1956,Summer,Melbourne,Football,Football Men's Football,Bronze
Tsvetana Bozhurina (-Fillippini),F,28.0,180.0,75.0,Bulgaria,BUL,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze
Charles Bozon,M,27.0,177.27573182247403,76.59138257575758,France,FRA,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
Gilbert Fernand Charles Bozon,M,17.0,184.52136752136752,77.05985915492958,France,FRA,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,Silver
Mihly Bozsi (Bozsidarcz),M,25.0,186.80173913043478,87.7061717352415,Hungary,HUN,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Jzsef Bozsik,M,26.0,177.4803386127799,73.08664412510566,Hungary,HUN,1952,Summer,Helsinki,Football,Football Men's Football,Gold
Tullio Bozza,M,29.0,182.02529182879377,76.57866948257656,Italy,ITA,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Gold
"Giacomo ""Mino"" Bozzano",M,23.0,185.0,90.49809160305344,Italy,ITA,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,Bronze
Mathieu Ren Bozzetto,M,36.0,186.0,90.0,France,FRA,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Bronze
Tarjei B,M,21.0,185.0,77.0,Norway,NOR,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Anette Be (-Libk-),F,22.0,166.93235831809872,57.5,Norway,NOR,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
Valdemar Jensen Bggild,M,28.0,177.0,73.0,Denmark,DEN,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
Eilert Steensrud Bhm,M,19.0,175.33896987366376,70.70239290053351,Norway,NOR,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
Hvard Bkko,M,23.0,182.0,76.0,Norway,NOR,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
Tina Nielsen Bttzau (-Haunstrup),F,24.0,174.0,70.0,Denmark,DEN,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold
Tina Nielsen Bttzau (-Haunstrup),F,29.0,174.0,70.0,Denmark,DEN,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
Trygve Carlsen Byesen,M,22.0,167.53996737357258,63.13330529857023,Norway,NOR,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
Trygve Carlsen Byesen,M,26.0,177.0,73.0,Norway,NOR,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
Trygve Carlsen Byesen,M,34.0,175.33896987366376,70.70239290053351,Norway,NOR,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
Oddvar Br,M,20.0,183.0,73.0,Norway,NOR,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Oddvar Br,M,28.0,183.0,73.0,Norway,NOR,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
"Cornelius ""Cor"" Braasem",M,25.0,186.80173913043478,87.7061717352415,Netherlands,NED,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
Kenneth Braaten,M,23.0,180.0,70.0,Norway,NOR,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,Gold
"Julius Olaissen ""Jul"" Braathe (Olaissen-)",M,31.0,171.83333333333334,70.70239290053351,Norway,NOR,1906,Summer,Athina,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver
"Julius Olaissen ""Jul"" Braathe (Olaissen-)",M,33.0,171.83333333333334,70.70239290053351,Norway,NOR,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
"Jules Timothy ""Tim"" Brabants",M,23.0,189.0,88.0,Great Britain,GBR,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
"Jules Timothy ""Tim"" Brabants",M,31.0,189.0,88.0,Great Britain,GBR,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze
"Jules Timothy ""Tim"" Brabants",M,31.0,189.0,88.0,Great Britain,GBR,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Marco Bracci,M,29.0,197.0,94.0,Italy,ITA,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
Marco Bracci,M,34.0,197.0,94.0,Italy,ITA,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
Renato Bracci,M,27.0,173.0,84.17521652231845,Italy,ITA,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
Walter Brack,M,23.0,175.33896987366376,70.70239290053351,Germany,GER,1904,Summer,St. Louis,Swimming,Swimming Men's 100 Yard Backstroke,Gold
Walter Brack,M,23.0,175.33896987366376,70.70239290053351,Germany,GER,1904,Summer,St. Louis,Swimming,Swimming Men's 440 Yard Breaststroke,Silver
"Raymond Cope ""Ray"" Bracken",M,29.0,173.91666666666666,70.70239290053351,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
"Raymond Cope ""Ray"" Bracken",M,29.0,177.75,70.70239290053351,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, 30 metres",Silver
Steven John Bradbury,M,20.0,178.0,80.0,Australia,AUS,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Steven John Bradbury,M,28.0,178.0,80.0,Australia,AUS,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
"James Edward ""Jim"" Bradford",M,23.0,183.0,116.5,United States,USA,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Silver
"James Edward ""Jim"" Bradford",M,31.0,183.0,116.5,United States,USA,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Silver
Amber Bradley,F,24.0,178.0,74.0,Australia,AUS,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
"William Warren ""Bill"" Bradley",M,21.0,196.0,93.0,United States,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
Myron Bruce Bradley,M,25.0,188.0,91.0,United States,USA,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze
Everett Lewis Bradley,M,22.0,178.0,79.0,United States,USA,1920,Summer,Antwerpen,Athletics,Athletics Men's Pentathlon,Silver
"Benjamin Joseph ""Ben"" Bradshaw",M,24.0,166.2173913043478,61.72397476340694,United States,USA,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
"James H. ""Jim"" Brady",M,29.0,185.0,86.0,United States,USA,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Silver
Joseph J. Brady,M,25.556898357297374,177.4803386127799,73.08664412510566,St. Rose-2,USA,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
Mathieu Bragard,M,25.0,177.4803386127799,73.08664412510566,Belgium,BEL,1920,Summer,Antwerpen,Football,Football Men's Football,Gold
"Donald George ""Don"" Bragg",M,25.0,190.0,89.0,United States,USA,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,Gold
Lyudmila Ivanovna Bragina,F,29.0,165.0,57.0,Soviet Union,URS,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Gold
G. Alberto Braglia,M,23.0,167.0,63.34862385321101,Italy,ITA,1906,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Silver
G. Alberto Braglia,M,23.0,167.0,82.0,Italy,ITA,1906,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",Silver
G. Alberto Braglia,M,25.0,167.0,63.34862385321101,Italy,ITA,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold
G. Alberto Braglia,M,29.0,167.0,63.34862385321101,Italy,ITA,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Individual All-Around,Gold
G. Alberto Braglia,M,29.0,167.0,63.13330529857023,Italy,ITA,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Gold
Yevgeny Nikolayevich Brago,M,23.0,187.38357094365242,84.17521652231845,Soviet Union,URS,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Silver
J. Braid,M,25.556898357297374,175.33896987366376,70.70239290053351,Union des Socits Franais de Sports Athletiques,GBR,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver
Marilyn Brain (-Campbell),F,25.0,178.0,71.0,Canada,CAN,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver
Oscar Ren Braison Vidal,M,23.0,188.0,135.0,Cuba,CUB,2008,Summer,Beijing,Judo,Judo Men's Heavyweight,Bronze
"John Robert ""Bob"" Braithwaite",M,43.0,180.0,83.0,Great Britain,GBR,1968,Summer,Mexico City,Shooting,Shooting Mixed Trap,Gold
Marko Brajnovi,M,31.0,186.80173913043478,87.7061717352415,Yugoslavia,YUG,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver
Jeanette Brakewell,F,26.0,169.0,60.0,Great Britain,GBR,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Jeanette Brakewell,F,30.0,169.0,60.0,Great Britain,GBR,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Jovana Brakoevi-Kancian,F,28.0,196.0,82.0,Serbia,SRB,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Iain Brambell,M,34.0,185.0,73.0,Canada,CAN,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Giovanni Bramucci,M,21.0,178.0,70.0,Italy,ITA,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
Grant Digby Bramwell,M,23.0,178.0,82.0,New Zealand,NZL,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
"Maria Anglica ""Branca"" Gonalves da Silva",F,30.0,170.0,68.0,Brazil,BRA,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver
